Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
TBH Life Coaching,Active Life,"tbh is a Life Coaching firm dedicated to helping people meet and exceed their personal and professional goals with honesty, authenticity, and joy.

I specialize in helping people with: Relationships, Career challenges, Career changes, Creative pursuits, Self esteem, Personal accountability, Communication, and more! If you need a partner to help put your dreams into action, tbh can help.",hallietbh.com,(929) 266-9155,"Brooklyn, NY 11221 ","https://s3-media2.fl.yelpcdn.com/bphoto/cYzyshhPL6EmnzVifRRjBQ/o.jpg,","Life Coach,",Brooklyn,11221
Clutch Physical Therapy,Active Life,"At Clutch Physical Therapy, a private outpatient clinic, patient athletes of all levels receive extensive one-on-one customized care, tailored to their individual rehabilitation, injury prevention and performance goals. 

Our analysis utilizes full body and movement assessment to ensure the root causes of injury are pinpointed and treated, to prevent pain from recurring. We don't resort to temporary fixes. We'll fix you for good. We specialize in: 

* Sports &amp; Orthopedic Physical Therapy using the techniques of Applied Functional Science, Active Release Technique (ART) and Spinal Mobilization and Manipulation

* Post-Op Rehab -- Specialization in ACL, Achilles and Rotator Cuff and Labral Repairs

* Women's Health -- Prenatal low back, hip and nerve pain, Pubic Symphysis Disorder (PSD), C-section rehab, Coccydynia, Postpartum return to training/sport performance, de Quervain's tendonitis  

* Sports Performance Optimization (Adults + Youth)

* Soft Tissue Mobilization

* Biomechanical Video Analysis

* General commiseration that injury blows",clutchpt.com,(212) 203-6802,"244 E 84th St Fl 5 New York, NY 10028 ","https://s3-media2.fl.yelpcdn.com/bphoto/P8_0bEKQ5mxiUNk-7STVdA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/1RDcOWfH7StrRRV9mdXUQg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/V-U8SrbazM5e38Q4ioik0Q/o.jpg,","Physical Therapy,Sports Medicine,Rehabilitation Center,",New York,10028
Klein Chiropractic Associates,Active Life,"We are Manhattan's premier Chiropractic office for over 22 years specializing in serving performance artists, dancers, musicians, athletes and executives. Our treatments are a critical component to holistic care, both corrective and preventative.  Led by Dr. Richard Klein, we provide the most advanced and gentle techniques to:

- Relieve pain
- Restore posture
- Enhance your performance

Our doctors are expertly trained in the most current techniques including Applied Kinesiology, Myofascial Trigger point, and Active Release Technique (ART). Our comprehensive examinations also include postural corrections, work place ergonomics and fitness evaluations.  We treat: Neck, Shoulder &amp; Back pain; Sports &amp; Exercise Injuries; Muscle Sprains &amp; Strains; Knee, Ankle &amp; Foot pain; Headaches; Joint pain; Pinched Nerves; Carpal Tunnel Syndrome.",chiro53.com,(212) 713-0180,"515 Madison Ave Fl 6 New York, NY 10022 ","https://s3-media3.fl.yelpcdn.com/bphoto/lE98dC4gQyDC6C5EH5Iffg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ibfk1C5_rI3J4yvv7lirXg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/uxXSpw28Li4OzUWL_1WK3A/o.jpg,","Chiropractors,",New York,10022
"Robert Morrison, DC, DIBAK, DACBN",Active Life,"Dr. Morrison is the official chiropractor for the Broadway show Hamilton. He specializes in Applied Kinesiology, Clinical Nutrition, and Functional Medicine. Apart from standard chiropractic conditions like low back, neck and head pain, Dr. Morrison probes deep into functional conditions such as hypothyroid, sleep disturbances, and chronic fatigue and makes profound changes in people's health.",robertmorrison.nyc,(718) 530-3696,"165 W95th St New York, NY 10025 ","https://s3-media3.fl.yelpcdn.com/bphoto/r0imGwIkgkik1zYhYFInoA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_NfHIR_QQ-GqObY8Qua8Lg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/4xqQEOHhMBhrjZVW9f5Hvw/o.jpg,","Chiropractors,",New York,10025
Portuguese Language Institute,Active Life,Language School,portugueselanguageinstitute.co…,(646) 469-7839,"2 United Nations Plz New York, NY 10017 ","https://s3-media3.fl.yelpcdn.com/bphoto/S74DdCSmyRwjKh2SocsmJg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ODKCALk9cIgxkD_yxNk1Mw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/P48z_cUeTLUDntYjk43NaA/o.jpg,","Language Schools,Cultural Center,Translation Services,",New York,10017
Space For Wellness,Active Life,"Some of the treatments offered by Dr. Joseph Caraccilo at SPAce for wellness include:
Chiropractic,Prenatal chiropractic, Reiki,Acupuncture,Massage,Aromatherapy Massage",spaceforwellness.com,(347) 509-5907,"95 University Pl Fl 8 New York, NY 10003 ","https://s3-media2.fl.yelpcdn.com/bphoto/eSPZD-ld5pp3JtemkKBMCw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/xN7LfZf2ia0bumg982t9KQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Ic6jQpVyZOyAAq1k68DZSQ/o.jpg,","Chiropractors,Acupuncture,Massage Therapy,",New York,10003
"Sara Denning, PhD",Active Life,"Call for a consultation. Anxiety, stress, treatment, therapy focus on cause of distress, depression and  panic attack. Such as  work, relationship, couples issues, obsessive, worry,and  behavioral symptoms:  eating disorders, exhaustion, bipolar, depression, anger management, 
LGBT,  career conflicts, life changes. Get the free app on Prepareforstress.com",saradenning.com,(845) 597-5279,"1 Union Sq W Ste 509 New York, NY 10003 ","https://s3-media2.fl.yelpcdn.com/bphoto/QKX0csIj-e8W-5G8OMTFhQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/29y30yq6NWVQ3lK0j-ObFg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/NmYn-k8iBK39YTlF35dJzg/o.jpg,","Psychologists,",New York,10003
"William Portnoy, MD",Active Life,"Facial Plastic and Reconstructive Surgery. Rhinoplasty (cosmetic, functional, and revision). Blepharoplasty (eyelid surgery / trans-conjunctival approach). Otoplasty / auricular reconstruction. Facial fillers including Botox, Restylane, Voluma and Sculptra.

Facial trauma / cancer reconstruction. MOH's Reconstruction. Facial nerve disorders / facial reconstruction and re-animation. Laser surgery / scar revision/dermabrasion.

General Otolaryngology: Adult Disorders. Acute and chronic sinusitis (contemporary functional endoscopic sinus surgery / revision sinus surgery) &amp; allergies. Nasal airway obstruction: nasal polyps, deviated nasal septum or enlargement of nasal turbinates (membranes). Snoring / obstructive sleep apnea treated with uvuloplasty and tonsillectomy. Voice disorders (care of the professional voice / vocal cord lessons/voice restoration/functional voice disorders).",,,"New York, NY 10011 ","https://s3-media3.fl.yelpcdn.com/bphoto/9oCiQ_3kV9SqoQxY6Xvc3Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/fr8UR4eZoDCvsBqJqXmWgw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Gqjj7UiS6gLqJSJJkGnlKQ/o.jpg,","Cosmetic Surgeons,",New York,10011
Fearless Healing,Active Life,"A space for healing, revitalization and rejuvenation. You will leave feeling soothed, heard and more ready to face your challenges. I give you tools and resources to help you move forwards with more confidence and ease.",fearlesshealing.net,(917) 690-0314,"3400 Pacific Ave Ste 107 Marina del Rey, CA 90292 ","https://s3-media4.fl.yelpcdn.com/bphoto/BDH1LC5xe4ca1KjHyuX7RQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/A8UmIz2t7FgRakW1M9FWjg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/KANd1aZ05-cZjv4RklTdmw/o.jpg,","Reiki,Supernatural Readings,Hypnosis/Hypnotherapy,",Marina del Rey,90292
Barcade,Active Life,,barcadestmarks.com,(212) 388-0522,"6 St Mark's Pl New York, NY 10003 ","https://s3-media2.fl.yelpcdn.com/bphoto/jCD4Z3gddO-5oP0SCIBF2Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/YWFId8stHjDPF3422e5EJQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/rEtjqPqdyFF_HF5AasxObA/o.jpg,","Bars,Arcades,Chicken Wings,",New York,10003
About Jobs Resume Writing & Career Consulting,Active Life,"About Jobs helps jobseekers get more job interviews and discover better career opportunities by providing targeted resumes, cover letters, LinkedIn profiles, and other job search services that are customized for each client's career goals. Our packages include everything you need to start applying to jobs now, and our hands-on approach enables customers to work one-on-one with certified professional resume experts who know exactly what recruiters are looking for.

Vision: 
Educate ambitious but unsure or busy professionals so they feel empowered to navigate professional opportunities and open doors to their life and career. 

Core Values:
When you continuously seek growth, you open yourself to the happiness and opportunity that you deserve 
Operating with integrity builds meaningful human-to-human relationships and moves progress along faster with a higher quality output. 
You have all the tools you need for success, but you have to actively claim and use them. 

Our Guarantee: 
Don't be fooled by other firms that talk about credentials and then have you work with a junior staff member. All of your work will be personally directed by Maryann Riggs (Company President) and Chelsea &amp; Alana Goodman (Owners).",gotthejob.com,(800) 909-0109,"12 E 49th St New York, NY 10017 ","https://s3-media3.fl.yelpcdn.com/bphoto/19bgtifnqQkNrO8rQivlWA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/-kzWp9U5uiRpeeRGihRnhQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Y5mgnCHDFIojsd3jEvuYQw/o.jpg,","Career Counseling,Editorial Services,Employment Agencies,",New York,10017
Genea Barnes - Elevate,Active Life,"Twenty-plus years of exploration revealed that the key to a better, happier life, lies in transforming the subconscious.

I help your subconscious mind work with your conscious mind instead of against it.

Working with me, you will breakthrough stuck patterns and change your life for the better.

Are you ready to start feeling excited and motivated to create the life you KNOW you deserve?

Book a FREE Step UP call today!

I am an unconscious mind expert, creator of The Elevation Method, a Certified Master Neuro Design Engineer, Certified Master Results Coach, Certified Transformational Hypnotherapist, and a Certified NLP Practitioner. I utilize these tools, my experience, teachings from personal development, mindfulness and neuroscience.",geneabarnes-elevate.com,(917) 789-3875,"New York, NY 11206 ","https://s3-media1.fl.yelpcdn.com/bphoto/oLRLwUNlCtW7tYyyALhCIg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/3MbKeVlYssME0yfSzG5X8w/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/JXm32ZGvLVMhPg6kJkSExw/o.jpg,","Life Coach,",New York,11206
Urban Pioneering Architecture,Active Life,"Urban Pioneering Architecture specializes in custom residential design in New York and New Jersey, from small additions and renovations to new home construction, in a variety of styles from traditional to contemporary.  Each of our clients receives the principal's full attention.  We strive to create a distinctive design that maintains budget requirements within a unique and fulfilling environment, specifically tailored to the needs of each client.  We have been licensed in New York and New Jersey since 1999 and are LEED Accredited, reflecting our strong commitment to sustainable design.  Wherever possible, we look for ways to make the project work within its specific context, whether that means the urban environment of the city, or the natural environment of the world around us.  We strive to use renewable resources, environmentally friendly products, and take advantage of the benefits of the local environment, incorporating passive or active solar design where possible.",urban-pioneering.com,(646) 309-7259,"555 8th Ave Ste 1809 Manhattan, NY 10018 ","https://s3-media1.fl.yelpcdn.com/bphoto/0RuUnmI8KGF-GfIyFtoW0g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/lEC-vTCZZj3Vc4ZpxcfXuA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/c_PGjOp4I3gjsRVmsKH-ew/o.jpg,","Architects,Interior Design,",Manhattan,10018
NY Nutrition Group,Active Life,"Our nutrition counseling services are covered by insurance and can be done virtually via phone or video chat. We specialize in personalized nutrition for weight management, sports nutrition, eating disorders, digestion issues, fertility, PCOS, thyroid, diabetes, and pediatrics. ",nynutritiongroup.com,(646) 660-5661,"136 Madison Ave Fl 5 Manhattan, NY 10016 ","https://s3-media2.fl.yelpcdn.com/bphoto/xMIeHQQd84cvLo2Ve6zs5w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/eF_eKEI2cZFc5bQ2eOLXFg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/AELYwzlujCozgn0nZ88hAQ/o.jpg,","Nutritionists,Dietitians,",Manhattan,10016
Nomi Bachar at White Cedar Institute,Active Life,"Gates of Power is a life-changing, life-enhancing and life-transforming method and program that goes beyond typical therapy or life coaching.

Gates of Power includes one-on-one coaching and a series of workshops. The method was created by Nomi Bachar. It supports participants in the process of self healing, self-transformation, and self-actualization. The method incorporates spiritual understanding, meditation, creative and expressive exercises, deep emotional and psychological healing, and a detailed plan to accomplish one's goals and vision. The program trains participants to take full responsibility for all 7 areas of life and create tangible, positive results to attain fulfilling success.

Nomi Bachar is trained psychotherapist and a master coach. She has been guiding people for the last 29 years. Nomi is an expert at assisting people in releasing limitations and constricting habits while empowering them to draw on their inner power. She helps them create a fulfilling, successful and balanced life.",gatesofpower.com,(212) 877-0346,"351 W 24th St Ste 18G New York, NY 10011 ","https://s3-media1.fl.yelpcdn.com/bphoto/_IcL6l8XWWd_WTRkwswQTw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/NwJXtVhCXBJEuoYeIn9YsA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/bVINCxK8qcJGcha3YvoyPw/o.jpg,","Life Coach,",New York,10011
"Ken Voorhees, LCSW",Active Life,"** I am offering online sessions vis Zoom, FaceTime and Skype. I can also help you set up a free Zoom App at no additional cost as it in the most confidential of the online platforms. Let's stay safe together! I am committed to providing you with excellent service individually tailored to meet your unique needs and situation. It is essential that you find a psychotherapist with whom you feel comfortable discussing the important details of your life experience. Please feel free to contact me for a free, confidential telephone consultation.",kenvoorhees.com,(347) 831-1799,"235 W 18th St Ste 3FE New york, NY 10011 ","https://s3-media1.fl.yelpcdn.com/bphoto/F4pe5CukWNpnK2RHNvsHiw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/EqVY_qvx0WSxQGWqJt8Xyg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/AJ6C-z6cn1FOk1eAuDrDnQ/o.jpg,","Counseling & Mental Health,",New york,10011
Wall Street Chiropractic and Wellness,Active Life,"Dr. Charles V. Nicolai is a Doctor of Chiropractic with over 19 years of clinical experience. Dr. Nicolai graduated from Palmer College of Chiropractic in Davenport, IA. He is Licensed and Board Certified in the State of New York. He has completed rigorous state and national board examinations as well as numerous advanced continuing education programs. He shares his passion for health and wellness with two of his brothers, also Doctors of Chiropractic. Dr. Nicolai is a former competitive tri-athlete. He has trained with and treated world class athletes, dancers, business professionals and executives, families and patients of all ages. Overcoming a serious accident himself, he appreciates the importance of feeling your best, especially when your life and the lives around you are affected by an injury. Find your balance and call Dr. Nicolai today.",wallstreetchiropractic.com,(347) 507-9069,"160 Broadway Fl 16, Ste 1600 New York, NY 10038 ","https://s3-media1.fl.yelpcdn.com/bphoto/4bj2KEndq30rwLRTFMR2eg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/PLv83onMNqp5P-uKTQruZQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ge9ohZNcz84BZ1GfkzLdLA/o.jpg,","Chiropractors,",New York,10038
"Michael Roberts, Certified Rolfer, CMT",Active Life,"I offer Deep Tissue Massage and Rolfing.
Whether you are looking to relax and unwind from your day or looking for ways to deal with body pain, I'm here to help with the therapeutic power of bodywork!
We are offering 10% off for first time clients. Call Michael today to schedule your first session.",michaelrobertsrolfer.com,(917) 518-0167,"32 Union Square E Ste 411 New York, NY 10003 ","https://s3-media3.fl.yelpcdn.com/bphoto/tURU4b_a2Ba7JjlnBK1Qdg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/N44W85lN3fVkhD_OpMX15w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/LNp_d3_m31MwKGTLSksefw/o.jpg,","Massage Therapy,Pain Management,Physical Therapy,",New York,10003
David Borenstein,Active Life,"Physical Medicine and Rehabilitation
Regenerative medicine/Stem cell
Platelet rich plasma
Prolotherapy
Integrative Medicine 
Chronic Fatigue Syrndome
Fibromyalgia
Allergies
Thyroid
hashimotos thyroiditis 
Adrenal fatigue
Yeast/candida Syndrome
Bio Identical Hormones
Low Dose Naltrexone",davidborensteinmd.com,(212) 262-2412,"308 5th Ave Fl 5 New York, NY 10023 ","https://s3-media1.fl.yelpcdn.com/bphoto/cmIFYGWyhBPXJ-uRYbrOSQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/rVOmny5UiSupbSBZH2PIVw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/WttIrFCnBnkMZSvqmf00xQ/o.jpg,","Doctors,",New York,10023
Williamsburg psychic Visions And Life Coach,Active Life,Life coach Tarot card palm crystal aura chakra readings cleansings balancing and healings Old world techniques with a new world twist I offer customize cleansings balancing’s in therapy to fit every person in every situation advice on all matters of life including but not limited to love family  friendship relationships career sex gender And life has choices,williamsburg-psychic-visions-a…,(917) 239-8405,"494 Grand St Brooklyn, NY 11211 ","https://s3-media4.fl.yelpcdn.com/bphoto/usmzPXXIykcJWUlTP3fEUA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ROwQy6ooMQTz5gD_QLbKpQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/sypXFNvl1-pesAtCpdEJ3w/o.jpg,","Psychics,Life Coach,",Brooklyn,11211
Spear Physical Therapy - Times Square,Active Life,"Spear is coming soon to the most animated neighborhood in New York City! This new clinic is smack dab in the center of Manhattan, situated right in the Theater District and in close proximity to world-famous restaurants, Broadway venues, and the best shopping around. Times Square is accessible by many trains, including the A, C, E, B, D, F, M, N, R, W,  1, 2, 3, 7, and S lines.",spearcenter.com/location/midto…,(347) 343-2389,"729 7th Ave Fl 12 New York, NY 10019 ","https://s3-media2.fl.yelpcdn.com/bphoto/IEtmyCNKCBzQeaWWzcBz0w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/0o0xYbM6zu1IYmwlAacnuw/o.jpg,","Physical Therapy,Pain Management,",New York,10019
"Ellen Bialo, DC",Active Life,"Dr. Ellen Bialo is a skilled and well-respected non-force chiropractor providing patients on Manhattan's Upper West Side with compassionate, state-of-the-art care for a broad array of medical issues, including both musculoskeletal disorders and conditions and diseases affecting other areas of the body. Specializing in non-force techniques, Dr. Bialo enables her New York City patients to experience the full benefits of spinal alignment without abrupt or harsh ""cracking"" techniques, focusing instead on gentle realignment methods performed in a specific sequence to stimulate muscle over bone to realign the skeleton and other soft tissues and promote the body's natural healing processes for improved health and wellness.",bialochiropractic.com,(212) 496-7246,"175 W 76th St Ste 1F New York, NY 10023 ","https://s3-media3.fl.yelpcdn.com/bphoto/GLrQuC89x5vNP5bWOmJ4Ig/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/OGoyc957IbYOa08BjP8RIg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9yBhWYkxvonOKmZKP_3boA/o.jpg,","Chiropractors,",New York,10023
Pure Colonics,Active Life,"Heal your body from within, with Pure-Colonics colon cleanse. Every session is guided by a qualified therapist, ensuring you are comfortable throughout the complete procedure. Every session helps improve your inner health.",purecolonicsnyc.com,(212) 792-6010,"448 W 57th St Lower Level New York, NY 10019 ","https://s3-media4.fl.yelpcdn.com/bphoto/q58nmxr47Yp8kxCL3nD2EA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/HrkxG67SDeOqo9-_x34V2A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/JEPyB2oUmRuJVJEZPm-caw/o.jpg,","Colonics,",New York,10019
Connect the Dots Coaching,Active Life,"Connect the Dots Coaching is a life purpose coaching business. You deserve to be happy and live a life you love. Connect the Dots Coaching helps you get there, by connecting your inner dreams with your outer goals.",connectdotscoaching.com,(917) 549-7047,"425 Park Ave S Manhattan, NY 10016 ","https://s3-media1.fl.yelpcdn.com/bphoto/Hgpygp8jdztrYkrnYbTkyA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/wJanqEUTE9HwiX2C09-ucA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/7eYwHTzC5HADXV_prUxC2w/o.jpg,","Life Coach,",Manhattan,10016
New York Chinese Alliance Church,Active Life,"As a Great Commission church, we strive to empower world missions by sharing the Gospel and expanding God's Kingdom locally and globally. To this end, we help each member establish firm and purpose-driven lives and families.

Through various ministries and fellowships, our members connect with one another based on their respective life stages, such as Children, Youth, Single, Married Couples and the Elderly. Through these dynamic relationships, each fellowship, small group, worship service and systematic Bible study actively engage, challenge and support the growth and health of each member.",nycac.org,(212) 533-3808,"162 Eldridge St New York, NY 10002 ","https://s3-media2.fl.yelpcdn.com/bphoto/wKwAg1n5pDEK2GIKtHq1Hg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/elBez-prIFHe_UndZRP4Bw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/6UjCSxvniBDKurDSsLeYSA/o.jpg,","Churches,",New York,10002
Tree of Life Acupuncture,Active Life,"Tree of Life Acupuncture Clinic offers Master Tung's Acupuncture, cupping therapy, Chinese herbs, Bioresonance therapy, electromedicine, PEMF (Pulsed Electromagnetic Therapy), ozone therapy and Frequency Specific Microcurrent.

We treat pain, immune system, (Lyme disease, alternative cancer therapy, CFS), stress reduction, fertility treatments and acupuncture facial rejuvenation.",newyorkacupuncturecenter.com,(212) 533-1192,"32 Union Square E Ste 804 New York, NY 10003 ","https://s3-media3.fl.yelpcdn.com/bphoto/L1m9Xb_IlxeN7D7QR7pv2Q/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/2SfvDY9fjD5ph24G0oQ-4g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/_zzhZgfOfUYEcdPcwFK6Fw/o.jpg,","Acupuncture,Traditional Chinese Medicine,Naturopathic/Holistic,",New York,10003
Efrat Gotlib LCSW & Life-Coach,Active Life,"·      Relationship Issues/breakups

·      Expats and relocation

·      Sibling loss

·      Adult children of alcoholics and other dysfunctional families

·      Trauma

·      Chronic relapse

·      Depression

·      Anxiety",Therapy24x7.com,(917) 780-2171,"304 Park Ave S Fl 11 New York, NY 10010 ","https://s3-media3.fl.yelpcdn.com/bphoto/rzd_muH8sd9nP-e_yX15mg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/BIWMZUQwMK1_hWRvYDYgXg/o.jpg,","Life Coach,Counseling & Mental Health,",New York,10010
Brooklyn Boulders,Active Life,"Brooklyn Boulders Brooklyn is a dedicated rock climbing facility and dynamic creative community. We are an eclectic mix of lifestyles, born and bred from the unique and multifaceted forces of NYC. Since opening our doors in September of 2009, we've dedicated ourselves to providing a fun and challenging climbing experience for people of all ages and experience levels. With 22,000 square feet of climbing surface and a dedicated and skilled route setting staff, we can offer both a premium training ground for advanced climbers and a variety of climbs for the total beginner. BKB loves throwing collaborative events, parties and working with local artists. We also offer yoga, acroyoga, capoeira classes + a variety of fitness workshops. Come stop by to meet people from all walks of life and to upgrade your social life and workout to one that is both physical and mental.",brooklynboulders.com,(347) 834-9066,"575 Degraw St Brooklyn, NY 11217 ","https://s3-media3.fl.yelpcdn.com/bphoto/uxMqkywrw5_rz7tWjNkdjA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/n934FWtt2Dyto4YRtxMXcg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/qWISF0FtvhGIwKCU6gKdKw/o.jpg,","Gyms,Rock Climbing,Yoga,",Brooklyn,11217
Brill Physical Therapy,Active Life,"Improving lives with lifelong wellness by providing excellent quality care for executives from Wall Street to main street for spine, sports injuries, orthopedics, pediatrics, and women's health as a proud part of Hospital For Special Surgery's Rehabilitation Network.",brillpt.com,(212) 333-7224,"165 46th St Ste 704 Level 1-B New York, NY 10036 ","https://s3-media4.fl.yelpcdn.com/bphoto/tQVw1y9RCiMVFespf4Vk5g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/aAUiSl6bFT2TS40a10U8PQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/LkHRxssW4NAbh4ivesDp2Q/o.jpg,","Physical Therapy,Massage Therapy,Acupuncture,",New York,10036
Self Empowered Minds,Active Life,"Hypnosis, Past Life Regression, Phobia Freedom, Stress Relief, Attention and Focus Improvement, Memory Improvement, Weight Loss, Strong Self-Esteem, Maximize Psychic/Intuitive Abilities, Improve Sports Performance
Turkish Coffee Reading Acupressure",selfempoweredminds.com,(917) 658-1660,"420 E 81st St New York, NY 10028 ","https://s3-media2.fl.yelpcdn.com/bphoto/vi8BTlSKA-qnIhPhJAuEeg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/nJLTazvi2LReb75AvDcc_g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/JvEuwZedhOS6VIGrHJSLRA/o.jpg,","Hypnosis/Hypnotherapy,Reiki,Alternative Medicine,",New York,10028
Dr. John Ward Chiropractor,Active Life,"Over two decades of experience as a chiropractic clinic has taught us a few things about wellness. The first thing we've learned is how important our community is to us. We see people from all around New York and love getting to know new patients. The second thing we learned is that a personalized approach makes a difference. By specializing in many treatments, the people who visit us receive care that is tailored to their specific injuries. Most importantly, though, we've learned that we truly love what we do. Whether you're seeing us for a massage, weight loss, nutritional counseling, or a full musculoskeletal alignment, NYC knows that Dr. John Ward Chiropractor has their backs.",drwardchiro.com,(212) 944-0707,"295 Madison Ave Ste 1709 New York, NY 10036 ","https://s3-media1.fl.yelpcdn.com/bphoto/-nuH4531p6ZjqGnhoM8hmA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/JXKsLK-hzAeu07tEEMHg9w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/fow5PDFkT9zpqz6HmKRr0A/o.jpg,","Chiropractors,Nutritionists,Massage Therapy,",New York,10036
William Esper Studio,Active Life,"Acting, Voice &amp; Speech, Movement, Alexander, Mask, Stage Combat, Mime, On-Camera, Dance, Script Analysis",esperstudio.com,(212) 904-1350,"208 W 37th St New York, NY 10018 ","https://s3-media4.fl.yelpcdn.com/bphoto/OWQVtbScMFOF0FX8GaMQzg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/G7baIhZKhip910FqX846mg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/FxugJt6obsn_L50kDJfmLg/o.jpg,","Performing Arts,Drama Schools,",New York,10018
Brooklyn Museum,Active Life,"Our world-renowned permanent collections range from ancient Egyptian masterpieces to contemporary art, and represent a wide range of cultures.",brooklynmuseum.org,(718) 638-5000,"200 Eastern Pkwy Brooklyn, NY 11238 ","https://s3-media2.fl.yelpcdn.com/bphoto/pU_k63cM5ZGD_mEtFJnjwg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ZAr1f1ugzL5xSo_wmt6i8Q/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/kOl3hNpXZEiFwU_aMP8Q4w/o.jpg,","Art Museums,",Brooklyn,11238
American Sign Language Classes,Active Life,"Our goal is grounded by making ASL accessible and relevant, while keeping in mind the linguistic structure and cultural roots. We maintain an innovative approach. From the moment you lift your hands you will learn to become comfortable with the language.

We have also developed a new technique to maximize your personal language development; learn just the right amount of information in the pace that meets your needs.",aslnyc.com,(718) 844-5393,"145 Front St Ste G Brooklyn, NY 11201 ","https://s3-media2.fl.yelpcdn.com/bphoto/qlqkMKx5WUjdV1JX8UL5iA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/VdJ0zzaAU7JbzWy_QRQXHQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Fs8WNPa-ICkzlHVeARK6Qw/o.jpg,","Language Schools,Tutoring Centers,",Brooklyn,11201
