Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
Spring Forward Physical Therapy,Active Life,,springforwardpt.com,(212) 996-9700,"30 E 60th St Ste 1205 New York, NY 10022 ","https://s3-media1.fl.yelpcdn.com/bphoto/gq2pCiaiuGqwgzeYKde-tw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/DtWE9igya-DOf32hQeir9w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/wUFpBYpmdJ6eCzAaxqtRaw/o.jpg,","Physical Therapy,",New York,10022
"Giulio Mazzarelli, DC",Active Life,"We specialize in the treatment of musculoskeletal conditions such as neck pain, lower back pain, shoulder pain, disc problems and sports injuries.  we also offer spinal decompression for the non invasive treatment of disc problems.",vcanyc.com,(212) 673-4331,"30 5th Ave Ste 1C Village Chiropractic Associates New York, NY 10011 ","https://s3-media2.fl.yelpcdn.com/bphoto/vleywPmD373fCPxBYtTvtg/o.jpg,","Chiropractors,",New York,10011
"SungSim Acupuncture: Chris Bae, Dipl. Ac, L.Ac",Active Life,"Welcome to&nbsp;Sungsim Acupuncture, where acupuncturist Dr. Chris Bae&nbsp;leads a team committed to finding the source of your health concerns or discomfort and creating a customized&nbsp;solution that will put you back on track toward&nbsp;healthy and pain-free living.&nbsp;&nbsp;The Sungsim offices are located in Washington&nbsp;Heights&nbsp;and Midtown and are easily accessible for patients throughout the greater New York City area. The&nbsp;philosophy of care behind Dr. Bae's&nbsp;practice&nbsp;is simple:&nbsp;focus on identifying the underlying causes of each&nbsp;patient's unique challenges, then craft&nbsp;a treatment plan to restore functionality and ease discomfort and pain.
Great care has been taken to ensure that both the Washington Heights and Midtown offices are&nbsp;welcoming settings and that patients feel at ease from the first moment they come through the door. State-of-the-art equipment is used during treatment, and patients are seen in comfortable, private treatment rooms that are designed to promote relaxation.&nbsp;The staff is personable and attentive&nbsp;and are here to listen to each patient's concerns and offset any fears or anxieties. Aside from the many benefits of acupuncture, SungSim also offers an array of treatment options&nbsp;that do not use needles or penetrate the surface of the skin in any way.
Sungsim Acupuncture offers a path to wellness that is not lined with harsh chemicals or laboratory-designed pills. Your body is designed to be a largely self-healing organism, and the treatment approach put into place by Dr...",,(917) 485-2509,"33 W 46th St Fl 5 New York, NY 10036 ","https://s3-media4.fl.yelpcdn.com/bphoto/dcjwG14hw3rzzS74JqViYQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/yQArCR0CgSxK7kmHOtOZOg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/OF1I_LWWB4avtCJ-VbRFLQ/o.jpg,","Acupuncture,",New York,10036
NYC Wingwoman,Active Life,"Teaching men to confidently approach and connect with women genuinely, turn first dates into lasting relationships, and master online and in person dating. 

As the old saying goes, there's no substitute for hard work - so there's no place for gimmicks or shortcuts in my coaching program. 

Instead, we'll work together to improve every aspect of your social and dating skills, bit by bit, based on real-time feedback, the wingwoman service, and constant iterative improvement. 

Working with me will help you:
-Become more confident
-Learn how to authentically approach women
-Develop incredible communication skills
-Build happy, long-term relationships",nycwingwoman.com,(646) 883-2831,"New York, NY 10128 ","https://s3-media2.fl.yelpcdn.com/bphoto/y77OAjCk8WZZaNuMAWWOrA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/dYRUldk7vkANCknoO8fENg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/s1fYSvM1qjIGZlizNqgDIA/o.jpg,","Life Coach,Matchmakers,",New York,10128
"Howard Benedikt, DC, DCBCN",Active Life,"Chiropractic care is more than just making the pain disappear. It is about learning, understanding and taking care of your body to improve your quality of life.

My goal is to educate our patients about Chiropractic and other natural solutions to common health problems in order to motivate you to take a more active and responsible role in restoring and maintaining your own health as well as the people around you.",drhbenedikt.com,(212) 213-4574,"18 E 41st St Ste 1503 New York, NY 10017 ","https://s3-media1.fl.yelpcdn.com/bphoto/udzmvYBM_afaP-dCB9D4-A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/AGFEt6XxfDQnu8JzvElPag/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/hY_9rHLPy5OhOZoD2UwMDw/o.jpg,","Chiropractors,",New York,10017
Lux Physical Therapy and Performance,Active Life,"Lux Physical Therapy and Performance is a rehab and performance based company that focuses on reducing pain associated with injury and poor movement patterns.  We will find the root cause of your pain, treat that cause, and teach you how to prevent this injury from reoccurring.  We treat any and all injuries. We use many forms of manual therapy such as: Active release technique (ART), Myofascial Release, Trigger Point Therapy, Joint Mobilizations and Manipulations, Instrument Assisted Soft Tissue Mobilization (IASTM), Myofascial Decompression (cupping), and Kinesiotaping.  We will also teach you how to utilize the correct postural and movement adjustments, breathing patterns, and corrective exercises to help you perform optimally and pain-free. Our goal is to get you back to doing what you love to do, as fast as possible!",luxphysicaltherapy.com,(920) 217-5495,"2550 31st St Queens, NY 11102 ","https://s3-media3.fl.yelpcdn.com/bphoto/L6_O7B6no9NokOeoSaggPQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/XlVF3lMQtPTQw4tXEz0k2w/o.jpg,","Physical Therapy,",Queens,11102
PHLEX NYC,Active Life,"PHLEX NYC is New York City's premier physical therapy and integrative care studio. Our holistic and patient-centric approach cultivates an atmosphere that breeds empowerment and nurtures the spirit, allowing guests and patients to attain optimal levels of health and activity. 
PHLEX's brand new state-of-the-art 5,000 square foot studio, coupled with our bench of PHLEX experts, helps foster resilience against physical adversity.  Our revolutionary method of treatment goes beyond merely alleviating symptoms.  We start by assessing and identifying the underlying causes of dysfunction to eliminate the issue at the root of pain or discomfort. In practice, this unique recognition process is used to architect a customized plan of care. Essentially, PHLEX experts re-educate the body, restore full strength and range of motion, and then maximize function to previously unsurpassed levels.",phlexnyc.com,(646) 885-6605,"370 Lexington Ave Ste 2300 New York, NY 10017 ","https://s3-media2.fl.yelpcdn.com/bphoto/y169F3eTKaaMw977kDcYzw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/AzBBWdzZ_gIneHlQAOOzYg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/HUdirIwAb_DKZdI4G9no_Q/o.jpg,","Physical Therapy,Acupuncture,Sports Medicine,",New York,10017
Touch of Life Physical Therapy,Active Life,"Touch of Life Physical Therapy specializes in Orthopedic, Sports, and Post-surgical Rehabilitation. 

At our office, a patient has one on one session with an orthopedic board-certified doctor of physical therapy. The 50-55 minute session is a customized session designed to meet the patients specific treatment objectives. 

We recognize the importance of not seeing the body as individual parts, but understanding the whole and the biomechanics behind functional movement of the body. We believe in holistic approach and treat the body as a whole, resulting in faster and more permanent recovery.",touchoflifeptnyc.com,(347) 762-6416,"136 E 57th St Ste 801 New York, NY 10022 ","https://s3-media1.fl.yelpcdn.com/bphoto/5e1nHUGXIXKqK1bvBvs14g/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/XCopgUbIxX15-zLQJtwNTg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/LEGovwTvNlYbNrX4TK_OEQ/o.jpg,","Physical Therapy,Rehabilitation Center,",New York,10022
"Gabrielle Lyon, DO",Active Life,"Today's healthcare challenges and tomorrow's opportunity can only be met by those who search out a more in-depth explanation of the body processes that generate health and disease. Life expectancy has increased due to advances in medical science. However, it has come with little progress towards the quality of life or the length of disease-free years in the majority of the population. Good health, strong muscles, an efficient immune system, a sharp memory, and a healthy brain are characteristic of the ideal you.",drgabriellelyon.com,(646) 920-2317,"800A 5th Ave Ste 205 The Ash Center New York, NY 10065 ","https://s3-media1.fl.yelpcdn.com/bphoto/Z9nxcj1WuXwkovRyrvGSQA/o.jpg,","Weight Loss Centers,Nutritionists,",New York,10065
NYC Cycleboats,Active Life,"We specialize in providing an unforgettable experience! Whether you are traveling to NYC, or a local, you are sure to leave with great memories of your Cycleboat Tour.  We also specialize in private events for occasions such as Birthdays, Bachelorette Parties, Corporate Team Building or Fundraisers to name a few!",nyccycleboats.com,(646) 392-7999,"1301 Sinatra Dr N Hoboken, NJ 07030 ","https://s3-media1.fl.yelpcdn.com/bphoto/Q0hXCLH4CT0Bk5UtaA64IQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/OS67-5stAc0Ua2W9Bww2lA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/MKCeYv_VFNv_C-o9MG5o0Q/o.jpg,","Boat Tours,Boat Charters,",Hoboken,07030
Brooklyn Bridge,Active Life,,brooklynbridgepark.org,(718) 724-6434,"334 Furman St Brooklyn, NY 11201 ","https://s3-media2.fl.yelpcdn.com/bphoto/o5mJWBJ-MkHN-t7XdxhBRg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/yLbxRjlL6WPEZoOydm8D0g/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/1GFqILMu21N7PkFRkpOBXA/o.jpg,","Landmarks & Historical Buildings,",Brooklyn,11201
Lyme Resource Medical,Active Life,Dr. Raxlen has 35y of experiences in treatment of lyme diseases. With over 8000+ treated patients.,lymeresourcemedical.com,(212) 799-1121,"566 7th Ave Ste 502 New York, NY 10018 ","https://s3-media4.fl.yelpcdn.com/bphoto/aNeJFBgGkxQA59Q0ibYhDg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/-PAvyF9EbB4sjp9ykFaF2w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/nTNKsJJKtjcmwBRKApRK0g/o.jpg,","Doctors,",New York,10018
THRIVE Integrated Physical Therapy PC,Active Life,"THRIVE Integrated Physical Therapy, provides its clients with a comprehensive and therapeutic approach to outpatient rehabilitation. 

THRIVE offers manual physical therapy services to its patients with a wide range of injuries including, but not limited to:

-Sport/Orthopedic Injury, Dance Medicine
-Neuromuscular Injury - Stroke, Multiple Sclerosis and Parkinson
-Women's Health - Pre/Post Partum Therapy, Osteoporosis and post mastectomy
-Workplace-related Injury - Carpal Tunnel Syndrome, Repetitive Strain Injury 
- Gait Disorder",thrivept.com,(212) 254-7750,"611 Broadway Ste 503 New York, NY 10012 ","https://s3-media1.fl.yelpcdn.com/bphoto/0ib6Kb30KLHdYM3uJyn7Bg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/_VU6UgvRuZ4u1-ExgXeOKg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/zQwQUjUYDuzGs70fmQU_hQ/o.jpg,","Physical Therapy,",New York,10012
Downtown Boathouse,Active Life,"Free kayaking in a protected embayment in the Hudson River. The Boathouse is an all-volunteer organization that is dedicated to providing access to the Hudson River for everyone. The Boathouse is located in the Hudson River Park, and has a permit from the Hudson River Park Trust to operate in the park.

All activities at the boathouse are completely free and are available to anyone from the general public. We provide all the equipment and the know-how. All we ask is that you know how to swim, wear a life jacket, abide by our rules, and sign our liability waiver. Under 18, parent or guardian must be present.",downtownboathouse.org,,"Pier 26 New York, NY 10013 ","https://s3-media4.fl.yelpcdn.com/bphoto/qdPSBXUDs6kzMLOJTJ-IbQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/mzO7u3bAgAVXYmmXjp29NQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ee8J9BCcbLU_sO1126qWhw/o.jpg,","Boating,Rafting/Kayaking,Community Service/Non-Profit,",New York,10013
Spear Physical Therapy Chelsea - 16th St,Active Life,"The Chelsea clinic is a modern, lofted space with a fishbowl window onto the street--a great way for people to see the impact the Chelsea team is having on the community. Here, an energetic group of physical therapists reflects the energy of this vibrant NYC neighborhood. Located close to many subway lines, the clinic's population is a great mix of those who work in the area and those who live right around the corner.",spearcenter.com,(646) 921-7532,"269 W 16th St New York, NY 10011 ","https://s3-media1.fl.yelpcdn.com/bphoto/jAx8TjxWoKhSIzsoROiVHA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/_kcV6LcOy-NgELql9qLRTg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/feOMpl63F2tZrTuxPw1qfQ/o.jpg,","Physical Therapy,Occupational Therapy,Pain Management,",New York,10011
Peterson Chiropractic,Active Life,"Peterson Chiropractic serves patients throughout the greater New York City area with locations in Midtown and Downtown, New York, NY. Dr.&nbsp;Peterson has extensive experience in treating chronic back pain, reducing painful symptoms for improved quality of life in addition to greater flexibility and range of motion. Dr. Peterson offers a variety of chiropractic treatments and therapies to patients&nbsp;who are suffering from back injuries and chronic pain.
In addition to&nbsp;chiropractic care, patients&nbsp;receive a unique mixture of soft-tissue massage work along with chiropractic adjustments. You will also be given a stretching and exercise routine to aid in recovery.
Peterson Chiropractic&nbsp;also offers:
Free Consultations
Licensed &amp; Board Certified
Insurance Claims Filed For Free
Immediate Appointments
Payment Plans Available
We Accept Most Insurances",drpetersonchiropractic.com,(917) 746-9634,"280 Madison Ground Floor New York, NY 10016 ","https://s3-media2.fl.yelpcdn.com/bphoto/2lllol3L1RTFEG5TRowJgQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/PohT2FRpbXywrD2Ni3Xbtw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/cRObat_cP1bm2OR3iKGSMw/o.jpg,","Chiropractors,Massage Therapy,Pain Management,",New York,10016
Modrn Sanctuary,Active Life,"Hypnosis, Life Coaching, Acupuncture, Physical Therapy, Rolfing, Reiki, Nutrition, Blood Chemistry, Skin Care, Crystal Light Bed Therapy, Himalayan Salt Room, Craniosacral, Yoga, Pilates, Meditation, Vibration Therapy, Color Therapy, Hypnotherapy, Past Life Regression, Theta Healing",modrnsanctuary.com,(212) 675-9355,"12 W 27th St Fl 9 New York, NY 10001 ","https://s3-media2.fl.yelpcdn.com/bphoto/2DSzjXnrEWjD2uxL-SPugQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/QLvN0cHyv4brEGNiBUAjwA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/miDJZ5vwSweN8-OvPujatA/o.jpg,","Acupuncture,Chiropractors,Hypnosis/Hypnotherapy,",New York,10001
Specific Chiropractic,Active Life,"We focus on structural correction using the precise Gonstead method of chiropractic. Utilizing 5 indicators, we  determine whether you have a structural shift or not. A structural shift may lead to secondary conditions such as degeneration of bones, discs, anterior head syndrome, pelvic instability, loss of nerve function, head aches, carpal tunnel syndrome, back pain, neck pain, etc.",gonsteadnyc.com,(212) 486-9800,"150 East 55th St Fl 2 New York, NY 10022 ","https://s3-media1.fl.yelpcdn.com/bphoto/xG7Dq0POqQxfYsws31A99A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Y72nYtDERVQD6TWhxG138Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/lmpd0cf_T27Lph3d-K7G_w/o.jpg,","Chiropractors,",New York,10022
Synergy Wellness Chiropractic & Physical Therapy,Active Life,"Chiropractic
Physical Therapy
Nutrition
Neurologist 
Nurse pracitioner",synergywellnessny.com,(212) 533-4900,"409 E 14th St Ste C New York, NY 10009 ","https://s3-media2.fl.yelpcdn.com/bphoto/4DWhvpzrvWJWhJguAZvUeQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/xujhuph8gSYlOiXf9fzBIw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/tMbWLr_yt2FaaXZrZ8CT_Q/o.jpg,","Chiropractors,Nutritionists,Physical Therapy,",New York,10009
Mitsu Hypnosis,Active Life,"I'm looking for cure with every client of mine. A proof in pudding, please see my photos that I lost 60 pounds and also I changed my life from unemployed for 8 years to a book published author in Japan in 2017.   

Visible relief after the first session surprises every client of mine. Feel the differences with any other therapies you ever tried before.

Please see my reviews, or even ask Siri who the best hypnotherapist is in the New York City. I would be highly ranked in those searches that I am truly honored!  

My practice is based on psychology and science, with a Master of Social work of University of Michigan and I am a trained psychotherapist too.   

Hypnosis makes your brain amazing. You are going to be able to use up to 95% of brain in the state of subconscious while you are mostly using only 5% of your brain in your conscious. Your brain operating speed would be 1,000,000 times faster than usual in subconscious/ hypnotized state. 

There is no control in hypnosis, hypnosis feels like deeply meditated but not much more than that at all.   Adding to the tangible trainings and experiences, I discovered amazing intuitive ability of mine. 

I read energy to help my clients and also receive some visions clients have in them from their past. I share my intuitions with my clients' permission to help clients better.   

With hypnosis, my mind set was the one significantly changed. I made a contract to publish a book about how to live happily in the US in 2019!",mitsuny.com,(332) 895-5170,"245 Fifth Ave Fl 3 New York, NY 10016 ","https://s3-media3.fl.yelpcdn.com/bphoto/xx_pDITBFmggjliZm03mAQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/jOOavslLb3xkvdEHKISkNw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/LT5Y92I-msUSnh9cwXow1w/o.jpg,","Counseling & Mental Health,Hypnosis/Hypnotherapy,Reiki,",New York,10016
New York City Chiropractic,Active Life,"My goal is to relieve any kind of pain or discomfort you may be experiencing and then help you live a comfortable, healthy and productive life. My practice is focused on meeting with each patient and setting up a treatment plan that addresses the complaint. I believe treatment is a team effort and I seek to have the patient experience be productive, informative and effective. If you are suffering with neck pain, low back pain, migraines, sciatica, or any other spinal related complaint, please feel free to contact my office to set up your free consultation.",newyorkcitychiropractic.com,(212) 227-7310,"425 Madison Ave Fl 11 New York, NY 10017 ","https://s3-media4.fl.yelpcdn.com/bphoto/Dzbho1fR-zxM8c9memP07g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/MUjHO1M0ZJwzF8OgSMmhjQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Eq3OVlZajTlSftfamsmZmQ/o.jpg,","Chiropractors,Acupuncture,Massage Therapy,",New York,10017
Chiropractic Associates of Richmond Hill,Active Life,"Neck pain, Mid Back Pain, Low Back Pain, Sciatic Pain, Headaches, Sports Injuries, Pregnancy Related Pain, Children and Infant Injuries, Auto Injuries, and Work Related Injuries",richmondhillnychiropractor.com,(718) 441-9390,"105-09 Jamaica Ave Queens, NY 11418 ","https://s3-media1.fl.yelpcdn.com/bphoto/nEx5vt3YlI7LekzTjF2xvQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/uoDOZXVpJYeY8rpH0tFIWw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9PmiElP7zh0t3vgTzh57hw/o.jpg,","Chiropractors,",Queens,11418
Improvolution,Active Life,"Improvolution is the ONLY groundlings based improv school in NYC.  Founded by GROUNDLING alumna Holly Mandel in 2001, Improvolution is an improv school, performing group and dare we say philosophy of how to live, create, and collaborate on and off stage...(yes, we dare!) 

We stand firmly behind our motto that improv IS for everyone. If you want to learn it, we can teach you. It's not about being funny or clever or aggressive. It's about getting behind the part of yourself that is fearless, creative, open, and likes working with others.",improvolution.org,(212) 696-6893,"115 Macdougal St New York, NY 10012 ","https://s3-media1.fl.yelpcdn.com/bphoto/LWBAwJxWgrEJiEfF2XE-cg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/iOl-uZdIk7g35GiC2aDVMQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Vj0xOwpawgnGONweQBBMTQ/o.jpg,","Performing Arts,Drama Schools,",New York,10012
Spear Physical Therapy Upper East Side - E 84th St,Active Life,"Spear 84th Street sits in the heart of the family-friendly neighborhood of the Upper East Side. The clinic and its close-knit team play host to a wide range of clientele, from weekend warriors to the neighborhood's scholastic athletes; every example of the active NYC lifestyle is successfully treated at 84th Street. Recent renovations enhance the flow between the treatment area and the gym and make this facility even more inviting.",spearcenter.com,(718) 673-9646,"245 E 84th St Manhattan, NY 10028 ","https://s3-media3.fl.yelpcdn.com/bphoto/qdahzXq1Evt3s1aNKpuABw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Z_Tj8uT020wjSGCvbE1KPA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/zQvNaUv8jeAnQ6Jo4mAsQw/o.jpg,","Physical Therapy,Occupational Therapy,Pain Management,",Manhattan,10028
Stroma Physical Therapy,Active Life,Stroma Phyiscal Therapy believes in educating their patients.,stromapt.com,(212) 255-5531,"152 W 25th St Ste 601 Manhattan, NY 10001 ","https://s3-media3.fl.yelpcdn.com/bphoto/Zoa0TEXZV2R9SMKEFWDp_w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/XO0-ZIVGoWXnB0e_dI7wCg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/3M0-qCXfkKfIN7AtNDpFBQ/o.jpg,","Physical Therapy,",Manhattan,10001
"Merny Schwartz, PhD",Active Life,"Dr. Merny Schwartz is a dedicated and caring licensed clinical psychologist and certified school psychologist serving patients in Brooklyn, NY for more than 35 years. Dr. Schwartz received his PhD from the APA approved doctoral program at Hofstra University. In addition to his private practice, Dr. Schwartz has been a consultant specializing in difficult behavioral problems over 25 years, a college professor and on the staff of Columbia Presbyterian's Department of Psychiatry for several years. Services Dr. Schwartz provides include psychotherapy, behavioral therapy, divorce, couples and marriage counseling, parenting counseling, cognitive therapy, and life coaching. Brooklyn psychologist Dr. Schwartz treats a variety of problems and conditions, including depression, anxiety, OCD and more.",drmernyschwartzphd.com,(347) 673-3643,"101 Ocean Pkwy Apt 6A Brooklyn, NY 11218 ","https://s3-media3.fl.yelpcdn.com/bphoto/vfWt8Ggs2l0GM_mFDCMphg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/PGz4IPOIKpCjejSMVDDrNA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/f3q-v0saWwk8ltj8Jn2lBA/o.jpg,","Psychologists,",Brooklyn,11218
Compass Nutrition,Active Life,"Are you looking for a fresh approach to eating? Compass Nutrition creates a trusting and supportive environment to help you maintain a healthy lifestyle. We do not believe in judgment, deprivation, punishment, guilt, and all-or-nothing rules. 

We focus on creating enjoyable habits that lead to healthy behaviors. Our approach is simple: eat what you like, learn to moderate certain foods and make informed food decisions. 

We teach our patients new skills or reinforce current skills, so that they can get to know and trust their own body cues, move away from diet rules (and rule breaking), learn better and more insight-oriented coping strategies. Our goal is to move towards a more natural, balanced, self-led style of eating and relationship with food.

During your appointment, you will find that our treatments go beyond issuing short-term meal plans. We help our patients figure out what got their eating off-track and what perceptions, attitudes, and life-style habits are contributing factors.

For some, finding that balance is merely a matter of awareness - of how to bring a fresh approach of good eating and physical activity to each day.

For others, coordinating medical nutrition therapy and daily physical activity with other health care professionals and support groups may be what is needed.

Whatever your needs are we can individually assess and design a plan that is right for you and your goals. 

Start today!",compassnutrition.com,(212) 419-0399,"115 Broadway Ste 1800 New York, NY 10006 ","https://s3-media3.fl.yelpcdn.com/bphoto/bvyIysFAxwac5IPUPlLswA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Df4-B1v3W3yaXmajsnYpqA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/IpqLlD2TKmRoLgy5ZqFWuA/o.jpg,","Nutritionists,",New York,10006
Physio Logic,Active Life,"Since 2002, when Dr. Rudy Gehrman established The Heights Chiropractic and Rehabilitation in Brooklyn Heights, he has become one of the most sought-after and well-respected chiropractors in the area.His talent and expertise has now been fused with a multidisciplinary team of devoted practitioners to become the new and exciting Physio Logic in an effort to meet all patients' needs in a progressive, professional and positive environment. With a background in collegiate hockey, skiing, mountain biking and weight lifting, Dr. Gehrman has a keen, first-hand sense of the body at work and understands the paths to pain-free function, flexibility and strength.It was Dr Gehrman's own experience with injuries and rehab that inspired him to pursue a degree in Chiropractic at New York Chiropractic College following an undergraduate degree in pre-med biology. Dr. Gehrman is full body certified in Active Release Technique (ART).",physiologicnyc.com,(718) 260-1000,"409 Fulton St Fl 2 Brooklyn, NY 11201 ","https://s3-media1.fl.yelpcdn.com/bphoto/8oCCYv77xq8roa8MU-q00g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/6IRT0hn6hHusjkJQnoEx_g/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/gmM8H-JKXppRes3vpSjyhA/o.jpg,","Chiropractors,Physical Therapy,Acupuncture,",Brooklyn,11201
MaxWell Medical,Active Life,"Sports Medicine - Physical Therapy - Chiropractic Care - Acupuncture - Medical Massage Therapy

We offer same day appointments, on-site diagnostic testing, and have a no-wait policy. Our treatments are gentle, effective and individualized. We accept assignment of benefits for most insurances, which means we'll take care of all the confusing billing and paperwork for you - so you can just focus on healing.

MaxWell Medical is an oasis from the concrete jungle, a refuge from the hustle-bustle of New York City. Our licensed, professional staff understands your needs and possesses the tools to address them. With collectively over seventy years of experience in medicine, physical therapy, chiropractic care, medical massage therapy and alternative healing, our unique multidisciplinary approach is a thorough solution to your aches and pains. Our expert team of specialists work synergistically with one another and regularly shares clinical information and progress - so we are always working towards helping you both feel and function better.",maxwellmed.com,(646) 775-9355,"54 W 21st St Ste 509 New York, NY 10010 ","https://s3-media2.fl.yelpcdn.com/bphoto/N171U4zfnB-XpV2iqC4nfw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/ZpYb_aVSDe1FX5MCWWhn1w/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/JwgBbie05cPPDVoUFVKTkw/o.jpg,","Sports Medicine,Chiropractors,Physical Therapy,",New York,10010
Mandel Vision,Active Life,LASIK and PRK laser vision correction and cornea.,mandelvision.com,(888) 866-3681,"211 E 70th St New York, NY 10021 ","https://s3-media4.fl.yelpcdn.com/bphoto/bWP0AkcG2h2NiZLR_uzXcA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/1fGh5JiuWJoEkaI17ocVaQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/pV_jgeREBm_FiQNR5QkdmA/o.jpg,","Ophthalmologists,Laser Eye Surgery/Lasik,",New York,10021
City Sports Medicine,Active Life,"We are a private practice specializing in spine and sports medicine. Our practice takes a team approach in caring for and treating our patients.  We believe this approach is the best way to effectively manage your injuries as you recover.  

Our multidisciplinary staff includes a team of board certified physicians and licensed physical therapists. Our treatments center on conservative non-surgical approaches to help minimize your pain and restore your body's function back.",citysportsmedicine.com,(212) 684-1500,"28 W 27th St Ste 402 New York, NY 10001 ","https://s3-media4.fl.yelpcdn.com/bphoto/pQZHFgsiqSlB6SBbIF948g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/wMOGbe9SoXwdRN3NxEWNDw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/32cLjykcADDbgWKJ5fUIYw/o.jpg,","Physical Therapy,Sports Medicine,",New York,10001
Manhattan Orthopedic Spine,Active Life,"At Manhattan Orthopedic Spine PLLC, our goal is to offer you new approach to spinal problems, to help you avoid the consequences of traditional extensive spinal fusions whenever possible. We combine the most modern technologies with minimally invasive approaches when fusion is necessary. Our avant-garde regenerative techniques ans even Eastern integrative medicine are also used to offer you a unique a-la-carte treatment.",drbitan.com,(212) 717-7463,"215 E 77th St New York, NY 10075 ",,"Orthopedists,Spine Surgeons,",New York,10075
