Concierge IV Nutrition,nutritionists,"About Us
In a world where the increasing demands of our daily lives impact our health and well-being, it's important to have a refuge where you can re-charge and re-energize. That is the concept behind Concierge IV Nutrition, a clinic run in Beverly Hills, California by Raha Akhavan, MD, and a team of licensed naturopathic doctors dedicated to helping you enhance your immune system, cleanse your body and minimize the side effects of aging through naturopathic and integrative medicine.&nbsp;
The natural preventive treatments the team administers, including IV therapy and NAD+ therapy, are based on their adherence to modern research and the most respected principles of good health and qualitative medicine. They develop proprietary formulas, consisting of the purest ingredients--each personalized for your distinct body and goals.
At Concierge IV Nutrition, the team takes your good health seriously. And it shows in the knowledge and professionalism of the medical staff. They invite you to meet their distinguished doctors by calling the office or booking an appointment online today.",conciergeivnutrition.com,(424) 260-8910,"9667 Brighton Way Beverly Hills, CA 90210 ","https://s3-media4.fl.yelpcdn.com/bphoto/8gBBl___fUSxm_yg3SgeDA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/6yU4RDZw6QJvx3GfUIogMw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/zBps7_go-9KrrdQ8oIznRQ/o.jpg,","Naturopathic/Holistic,Nutritionists,IV Hydration,",Beverly Hills,90210
Fitt with Britt,nutritionists,"Fitt with Britt personal training specializes in making you a better and stronger version of yourself with more energy, focus and positivity!  Through individualized strength and conditioning programs and nutrition accountability, Britt helps you prioritize your health and wellness through unique and fun workouts that are never the same. Britt has years of experience, training hundreds of clients of varying fitness levels.  We will work to achieve your goals, whether they're preformance related, fat burning, muscle building, weight loss, mobility, pre- natal or postpartum, there's a fitness program for you!",fittwithbritt.com,(949) 230-4677,"Playa del Rey, CA 90291 ","https://s3-media3.fl.yelpcdn.com/bphoto/M_QFRAhluMC2vIpiG9AiWg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/kXe0nvsBcP4a9y_qz2po4A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/2_vTI0qEimOu6jg-3aIjOg/o.jpg,","Trainers,Nutritionists,",Playa del Rey,90291
Erica Mesirov,nutritionists,"Hi I'm Erica Mesirov. Thank you for visiting my website. I am so glad you're here, and I would be honored to participate with you on your health and wellness journey.",ericamesirov.com,(310) 625-1419,"Los Angeles, CA 90046 ","https://s3-media1.fl.yelpcdn.com/bphoto/pjWONwaJDLahoKlpbkz05g/o.jpg,","Weight Loss Centers,Nutritionists,",Los Angeles,90046
Erica Julson,nutritionists,"Erica Julson is a Registered Dietitian Nutritionist, Certified LEAP Therapist, and Whole-Food Cooking Coach. 

An an integrative dietitian, she specializes in treating IBS, Fibromyalgia, Migraines, and other chronic illness with diet.  She also loves coaching people on how to enjoy &amp; prepare whole, natural foods that promote health and wellness. 

By utilizing the Mediator Release Blood Test (MRT), Erica will create an anti-inflammatory diet customized just for YOU. By eating low-inflammatory foods for about 6 weeks, your body can naturally heal and recover from many chronic illnesses that Western medicine can only help with symptom-masking meds. Clients typically experience an 80% reduction in symptoms in just two weeks.

For more information on how I can help you, visit my website: www.ericajulson.com",,,"Los Angeles, CA 90034 ","https://s3-media3.fl.yelpcdn.com/bphoto/66zCsGjSOkQ_-I3tjjK_sA/o.jpg,","Nutritionists,",Los Angeles,90034
Ali Optimal Wellness,nutritionists,"Ali Optimal Wellness is a holistic healing center serving the Westside community. We are Chinese Herbalists and practice Traditional Chinese Medicine, using acupuncture and Chinese Herbs as well as other modalities. We have experience treating a wide array of health conditions. Such as: auto-immune problems- thyroid conditions, fibromyalgia, rheumatoid arthritis...; all digestive disrders- IBS (Irritable Bowel Syndrome), IBD (Inflammatory Bowel Disease); all hormonal imbalances- infertility, PMS, PMDD, menopause and male hormonal issues; allergies; asthma; depression; anxiety; insomnia; colds and flus; back pain; neck pain; sports injuries. If it's not listed here, please feel free to call us. Majid has had his Acupuncture/Herbalist license since 1988 and Ahnjel has had her Acupuncture/Herbalist license since 1993. We are both Certified Sport's Nutritionists as well. We use herbal medicine and Traditional Chinese Medicine because we love to help people naturally. We have years of experience treating chronic health conditions and we always teach our patients what they can do to help themselves. Our goal is to get you better and teach you what you can do to live healthfully so you can move on with your life.
We are very happy to be Los Angeles Herbalists.",alioptimalwellness.com,(310) 838-4024,"10801 National Blvd Ste 210 Los Angeles, CA 90064 ","https://s3-media3.fl.yelpcdn.com/bphoto/YiCg_OyPwWDom7ehAsgZ-A/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ZhDTqDEHnMNzAVCnJhqbqQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/QZxcLit2kkUCFhkb5lhKrQ/o.jpg,","Acupuncture,Nutritionists,",Los Angeles,90064
Essential Medical Clinic - Los Angeles,nutritionists,"Essential Medical Clinic is a leading private medical practice with state-of-the-art clinics conveniently located in the Westlake, Downtown, and Athens neighborhoods of Los Angeles, California. Sultan Shah, MD, Pouya Bahrami, DO, and the team provide a full range of high-quality health care services to patients over the age of 18, delivering care that's patient-oriented, comprehensive, and supportive.&nbsp;
The team of skilled providers at Essential Medical Clinic is united by a common goal: to help their patients achieve a healthier lifestyle. Realizing that health is more than just a number, they take a unique approach to their mission by treating their patients as whole people. Their unique brand of care goes beyond treating the medical condition at hand and strives to address the psychosocial and nutritional needs of the individual.
Essential Medical Clinic offers a broad spectrum of services, including physicals, IV fluids, vitamin therapy, weight loss, and urgent care. Their offices are equipped with walk-in clinics, and they provide telemedicine appointments for patients who are too busy or unable to physically come in to the office. The practice also provides its patients with tested and certified medical-grade supplements and can dispense common over-the-counter medications.",essentialmedicalclinic.com,(213) 406-9280,"1100 Wilshire Blvd Ste 100 Los Angeles, CA 90017 ","https://s3-media1.fl.yelpcdn.com/bphoto/ICwbdCOlixDvAz8DA6wt2A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/WCArDfdN6ecfAWoE9A2U-Q/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/NmeXCNMZFNJxai4M8Q6lXw/o.jpg,","Urgent Care,Nutritionists,Medical Centers,",Los Angeles,90017
Christina Tanios Wellness Coaching,nutritionists,"My name is Christina Tanios and I am a Board Certified Holistic Health Coach. I work with clients one-on-one to help them reach their health goals, such as losing weight, getting clear skin, finding an exercise routine that's right for them, and getting better sleep. I help people heal from the inside out. I believe that no two people are alike, and together we will work to find a way of eating and living that's right for you. We'll answer questions like, is stress from your relationships causing you to eat more? Are you fulfilled in your career? Do you have a spiritual practice that calms you down and keeps you grounded? We'll get to the bottom of what's causing you to gain or lose weight, break out, stress out, and prevent you from being your healthiest, happiest, self. I have helped people lower their cholesterol, improve their personal relationships, and find more fulfilling jobs, and I can do the same for you. Your first consultation is free, what are you waiting for? Call now!",christinatanios.com,(310) 869-3634,"Los Angeles, CA 90066 ","https://s3-media1.fl.yelpcdn.com/bphoto/FK7DNmlc_FPQ3z7gluJiiw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/xAfu2m1WctzUuniRh7FeDQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/L7CUe72tx_w9tfe8f-UTDA/o.jpg,","Nutritionists,Life Coach,Health Coach,",Los Angeles,90066
Rose Nutrition Center,nutritionists,,rosenutrition.com,(310) 473-8835,"814 18th St Unit D Santa Monica, CA 90403 ","https://s3-media2.fl.yelpcdn.com/bphoto/gRrAb_4mvaspXRdIlkG4Ow/o.jpg,","Nutritionists,",Santa Monica,90403
Solid  Personal Training,nutritionists,Fitness and Wellness,SolidForLife.com,(310) 346-1281,"Manhattan Beach, CA 90266 ","https://s3-media4.fl.yelpcdn.com/bphoto/f6mUvXb1eQOFwh3ByEwFgg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/tpAYTQzJ75N8y5dm6M0rKA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/LilsQd15B9e8kaetJhsnDA/o.jpg,","Trainers,Nutritionists,",Manhattan Beach,90266
Blake Elarbee Fitness,nutritionists,"Specializing in Private Personal Training and online Coaching/Training. Blake Elarbee, CSCS is a certified Strength and Conditioning Specialist, and Sports Nutritionist. Specialties include diet optimization, building muscle, ""toning up,"" fat loss, fitness conditioning, functional training, and mobility.",blake.fit,(904) 607-2398,"Los Angeles, CA 90066 ","https://s3-media2.fl.yelpcdn.com/bphoto/0nmLdyPfU0WTrDJ7lJwrVg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/svF9nHD7HEaP_5r8-qdfPQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/U2T6SpyC8iQpBx3qv2x8-Q/o.jpg,","Trainers,",Los Angeles,90066
"Julie Grados, DAOM, LAc.",nutritionists,"Dr. Julie Grados LAc., DAOM specializes in acupuncture, acupressure, cupping, herbal medicine, clinical aromatherapy and nutrition.

Specialties include:
Pain Management
Women's Health
Emotional Health/Stress Reduction

Former Birth and Postpartum Doula",westchesterwellnesscenter.com,(310) 940-9424,"8727 La Tijera Blvd Westerchester Wellness Center Los Angeles, CA 90045 ","https://s3-media4.fl.yelpcdn.com/bphoto/jTzmvIUEvejjMc4YmN3xyw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/J9lcQFDjP72_yMwwIB-8GA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/UpEXBDcJUomHYnGwJJLaAQ/o.jpg,","Acupuncture,Traditional Chinese Medicine,",Los Angeles,90045
Bodytuneups,nutritionists,"Body Tune Ups 

- Safe work practices
- Body treatments including 
  exclusive Body Tune Ups
- Dietitian Services
- Meal Planning
- Sports Nutrition Counseling

- Personal Training
- Sports Conditioning
- Pilates
- Massage Therapy

more services coming soon!",bodytuneups.com,(323) 404-1882,"Los Angeles, CA 90034 ","https://s3-media3.fl.yelpcdn.com/bphoto/za6PpLAhxTjeOGx2Y0s3ig/o.jpg,","Massage,Nutritionists,",Los Angeles,90034
Body Mind Revolution,nutritionists,"We do Micro-Pulse Neurofeedback, which is more powerful than other Neurofeedback systems, and we do Nutrition, Acupuncture and Herbs.  We do detoxification and weight loss, work with autoimmune disease and general health. We take insurance for acupuncture and accept cash and cards for everything else. 
We are accepting new patients.
We also do Functional Medicine, unwinding the causes of the condition we are dealing with so true health can develop.
We do Neurofeedback, Herbs, Supplements, Detox, PTSD, Anxiety, Depression, Learning Disabilities, Autoimmune Conditions, Holistic Healing, Alternative Medicine, Functional Medicine, Natural Medicine.",bodymindrevolution.com,(310) 422-1692,"4336 11th Ave Los Angeles, CA 90008 ","https://s3-media1.fl.yelpcdn.com/bphoto/ZJbAruDMpLN45QVyfRTchw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/hmga7FR3SVMhXVM_sFx_tw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/KcajKZ3rc3xhRceDAwKWcw/o.jpg,","Acupuncture,Naturopathic/Holistic,Nutritionists,",Los Angeles,90008
Well Seasoned Nutrition,nutritionists,"Well Seasoned Nutrition is experienced in providing nutrition therapy for many health conditions such as: ibs, diabetes, pre-diabetes, high cholesterol, and alternative diets (vegetarian, vegan, dairy free, etc).

Well Seasoned Nutrition specializes in incorporating cultural foods. Kimaya is familiar with global cuisines and is comfortable providing nutrition counseling for meals with diverse flavors. 

Call, email, or text to set up a free 10 minute phone consultation.",wellseasonednutrition.com,(424) 442-9079,"West Los Angeles, CA 90025 ","https://s3-media1.fl.yelpcdn.com/bphoto/mS9n4BCEIz-hsbQOv1LYHw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/a5zZF86-2wkD2dZtsroCtw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/RS_LcVglXEtG4I--rEm7eg/o.jpg,","Nutritionists,Dietitians,",West Los Angeles,90025
Lean by Marco,nutritionists,"leanbymarco offers virtual training and nutrition consultation sessions focused on getting and keeping you fit in the convenience of your own home. Using household items or any exercise equipment you may own, Marco creates appropriately challenging exercise sessions for building strength, burning body fat and getting you fit. Group sessions include exercises for total body strength, toning, core, flexibility, posture, balance training and cardio. Marco watches all participants closely to ensure good safe form and intensity levels to maximize results. Learning to train with minimal equipment is the best way to stay fit regardless of where you are and changes in your life. leanbymarco also offers virtual individual programs for Gym training focused on fitness and athletic conditioning. Through individual sessions that teach effective technique for reaching your goals, Marco coaches you through the process of learning and applying the right exercises for your best results.",leanbymarco.com,(626) 590-9024,"South Pasadena, CA 91030 ","https://s3-media2.fl.yelpcdn.com/bphoto/FMtB6C83wGEFh-N0p2_D1A/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/jgolzcboE2dreNqMFLAdwQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Jlg1DjMp5ydgWs2AzBO9AA/o.jpg,","Trainers,Nutritionists,",South Pasadena,91030
Vibrant Living Wellness Center,nutritionists,"Vibrant Living Wellness Center helps you unlock your body's ability to heal itself so you can feel increased energy, vitality and wellness. We find the root cause of your symptoms and remove impediments to your natural healing mechanisms. Then we support your body through the healing process with the right herbs and nutrients at the right time. 

- Nutritional Response Testing
- Weight Loss
- Dynamic Energy Healing
- Reiki 
- Inflammation
- Autoimmune Disease
- Gut Issues (Diverticulosis, Constipation, Diarrhea, Crohn's Disease)
- Fibroids
- Menopause
- Hormonal Imbalance
- Insomnia and Sleep Problems",vibrantlivingwc.com,(626) 470-7711,"Pasadena, CA 91101 ","https://s3-media1.fl.yelpcdn.com/bphoto/eapB6yE7IluyK7oKBta3cA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Lb1WJYFkwmJ-wwj_4erv_A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/RouitvRM7Lw6wa-IDaNrGg/o.jpg,","Nutritionists,Vitamins & Supplements,Reiki,",Pasadena,91101
Better Physiques By Lejla,nutritionists,,lejlafitness.net,(310) 721-5958,"1644 Camden Ave Los Angeles, CA 90025 ","https://s3-media4.fl.yelpcdn.com/bphoto/XjCHYcuRgzZaGdmtdftXzA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/6I0eKJrf3h92uOpO2LwcgQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/e_REl08e-Z1hcHzkk1bh9g/o.jpg,","Trainers,Nutritionists,",Los Angeles,90025
Noble Wellness,nutritionists,,noblewellness.info,(925) 487-6000,"Los Angeles, CA 90001 ","https://s3-media1.fl.yelpcdn.com/bphoto/dPhMDKnQXHjrIlbr0zZ3Fg/o.jpg,","Trainers,Nutritionists,",Los Angeles,90001
Akasha Center For Integrative Medicine,nutritionists,"Our Integrative Practitioners are licensed, well recognized experts in their respective fields of Acupuncture, Chinese Medicine, Naturopathic Medicine, Nutrition, Herbal Medicine, Psychotherapy and Bodywork. Together in a calm and friendly setting they provide you with a combination of services that synergistically help you along your path to wellness.",akashacenter.com,(310) 451-8880,"520 Arizona Ave Santa Monica, CA 90401 ","https://s3-media1.fl.yelpcdn.com/bphoto/OnSvNteKnwzgJEUBnniJtw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/VVRETV-0ntE2GDSf-C6FlQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/xbDxy80rmWJy1lDnD1e56Q/o.jpg,","Naturopathic/Holistic,Nutritionists,Traditional Chinese Medicine,",Santa Monica,90401
Body Diagnostics,nutritionists,"If you want a leaner, stronger, healthier body as well as more energy for everyday activities and less stress, you've come to the right place. Your health is your wealth, do not neglect it.

My name is Phil Georgiou. I am committed to providing safe and effective exercise programs that will enable you to see real results in the shortest amount of time. I will implement a fitness program that reflects your unique goals, fitness level &amp; experience and guide you to attain a state of overall health, strength and well-being. For me there is no better reward.",body-diagnostics.com,(310) 741-9747,"14120 Tahiti Way Marina Del Rey, CA 90292 ","https://s3-media2.fl.yelpcdn.com/bphoto/up9iSvT7N1ykGtA6ik8odw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/yh7EjxH1GWkBzsYm6xay4w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/NhtqgkVQqFAZc0GQ_qbZpQ/o.jpg,","Trainers,Nutritionists,",Marina Del Rey,90292
Gina's Creative Healing Center,nutritionists,,ginascreativehealingcenter.com,(310) 829-6829,"2001 S Barrington Ave Ste 308 Los Angeles, CA 90025 ","https://s3-media2.fl.yelpcdn.com/bphoto/gdRV9JnWCQUadvpOLwyO-g/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Di7nmYxOG8ViYho-I7CZCQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/1gqgYtOj2ddcr6QmbGPhJA/o.jpg,","Nutritionists,Reiki,",Los Angeles,90025
"Helping Hand Nutrition By Jana Greene Hand, MS RD",nutritionists,"Helping Hand Nutrition offers individualized nutrition assessment and counseling by a Registered Dietitian for weight loss, pediatric weight management, food allergy, pregnancy nutrition and weight management, breastfeeding, postpartum weight loss, and medical nutrition therapy for the following disorders: diabetes, gestational diabetes, cardiovascular disorders, gastrointestinal nutritional disorders, and other diseases affected by nutrition.  Helping Hand Nutrition also offers nutrition lectures, in-home pantry makeovers, and supermarket tours.  In home appointments and phone consultations are also available.",helpinghandnutrition.com,(818) 794-0048,"7230 Medical Center Dr Ste 602 West Hills, CA 91307 ",,"Nutritionists,",West Hills,91307
The Wedding Trainer,nutritionists,"Look your best in your wedding dress! Lisa creates personalized Personal Training &amp; Nutrition Programs just for you to look amazing on your wedding day and honeymoon. Weight-loss, toning, amazing arms and those perfect abs. Tailor your workout to the areas highlighted from your wedding dress. Special discounted Nutrition Coaching prices for brides-to-be. And get special offers along the way like Bridal bootcamps, Bachelorette party workouts, and bridal party workout programs for your bridesmaids.",lafitnut.com,(847) 668-7318,"2445 S Barrington Ave Los Angeles, CA 90064 ","https://s3-media3.fl.yelpcdn.com/bphoto/YCpdwH2RPz7YGhnbdbhYlw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/eYS6nc1wJXCloi2fs1lQwQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/QX9mj2tdbtQmK_GHXJetzQ/o.jpg,","Trainers,Weight Loss Centers,Nutritionists,",Los Angeles,90064
Alexandra Paul Wellness Coaching,nutritionists,"I am a certified health &amp; wellness coach based in Los Angeles but working with clients all over the country, as my coaching sessions are on the phone!   If you want to lose weight, eat better, exercise more regularly and feel better about yourself, I can get you there.  If you don't feel motivated to make changes, or are struggling to fit new habits into your busy schedule, I can help.  Through weekly 45 minute sessions together, we improve your daily routines and set strategies to overcome the challenges that stopped you in the past.  We set clear goals to bring you, step by step, to a happier, healthier life.   I lovingly keep you accountable, support you and guide you to a lifestyle you'll want to keep for years to come. Don't wait to improve your life, let me help you - the first consultation is free!",alexandracoaching.com,(323) 531-5551,"Los Angeles, CA 90049 ","https://s3-media1.fl.yelpcdn.com/bphoto/oFsfsvfLnjieh3fQAK4uoA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/c7ztkElyQ8-s4vCSaZd8Jg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/mhfIEDJIyw1Vf3pJbGE-KQ/o.jpg,","Nutritionists,",Los Angeles,90049
"Ricardo Alvarado, CPT",nutritionists,"Strength and Conditioning, Performance, Functional Training, General Fitness, and Nutrition Counseling. Full and Half hour sessions available.",,(626) 664-9290,"202 S Myrtle Ave Monrovia, CA 91016 ","https://s3-media2.fl.yelpcdn.com/bphoto/ehlcgwjjCdHhutwk8g34pw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/xTAirk8NBoemncFW5wl9Hg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/E_e47YHLiIquKXpzaR0h3w/o.jpg,","Trainers,Nutritionists,",Monrovia,91016
Prime Fit,nutritionists,"For losing weight and/or gaining lean muscle mass I have 3 ways to get you there. 

Online Personal Training: Train using workouts sent directly to you smartphone complete with exercise demo's, tracking, logging, text messaging, check-ins, and much more. 

Private Personal Training: You will get better results in less time using cutting edge strength techniques that your favorite magazine has not covered. Call to schedule a consultation. 

Semi-private Personal Training: All the benefits of personal training at a fraction of the costs. Share your trainer, share the cost it's that simple. Call to schedule a consultation.",primefit.rocks,(310) 892-7778,"8367 W Manchester Ave Los Angeles, CA 90293 ","https://s3-media4.fl.yelpcdn.com/bphoto/NOrDIgeRgsKWijyzuuJXDg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/59RCPIWtMYo6t8ZN3YtUKQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/dfqXwiFGlymlQlRKxXlO-w/o.jpg,","Trainers,Nutritionists,",Los Angeles,90293
Universal Chiropractic,nutritionists,,,(818) 508-6188,"10628 Riverside Dr Ste 5 North Hollywood, CA 91602 ",,"Chiropractors,",North Hollywood,91602
California Medical Weight Loss,nutritionists,"We customize our physician supervised medical weight loss program for each individual.  We offer FDA approved appetite suppressants, lipotropic injections, vitamin B-12 injections, hog, and much more.  At our weight loss clinic we treat weight loss as a health issue, and it is not just how you look; but also how you feel, how you eat, and most importantly how you can maintain a robust lifestyle.  Let us know your unique health situation.  If you suffer from obesity, diabetes, depression, or simply want to shed a few pounds, let us help you achieve your goals.  We will be with you every step of the way, pound for pound and inch by inch.  It starts with you making a commitment and we will be there in your journey to reach your goals.  You can also visit our other locations in Torrance, Cerritos, Costa Mesa, Northridge, and Glendale. Call today to schedule your free consultation.",californiamedicalweightlossand…,(310) 820-8200,"11870 Santa Monica Blvd Ste 209 Los Angeles, CA 90025 ","https://s3-media2.fl.yelpcdn.com/bphoto/zYip-STGMKJh6rrZ8yRD2A/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Gk_gcLNi_3H2RF_mEY28yA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/GnZa-u5MDvktb6Py3qZN9w/o.jpg,","Nutritionists,IV Hydration,Medical Spas,",Los Angeles,90025
DeeAnna Scott Fitness and Nutrition,nutritionists,"I specialize in weight loss, complete nutrition makeovers and online support. Some of us just need support and motivation, while others may need specific advice that is catered to their individual needs. Whether you need weekly coaching and support or just a few extra tips that are catered to your specific goals, there is a Nutrition and Fitness MAKEOVER for you!",deeannascott.com,(213) 610-0200,"Los Angeles, CA 90017 ",,"Trainers,Weight Loss Centers,",Los Angeles,90017
JetSet Dietitian,nutritionists,Suffering from chronic diseases like diabetes and kidney failure? Have a referral from a doctor to see a dietitian? We accept a number of different insurances and W\we are here to help you! Call now and set up a consult.,jetsetdietitian.com,(424) 259-3132,"50 Alessandro Pl Ste 360 Pasadena, CA 91105 ","https://s3-media3.fl.yelpcdn.com/bphoto/zQ5Ao3FiaIE5Bc5gpvuPbg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/YGMSUvFcZ0o1JNPUF1yemw/o.jpg,","Dietitians,Nutritionists,",Pasadena,91105
Ultimate Health Personal Training Center,nutritionists,"We specialize in Live Online and Mobile personal  training. 25+ years getting clients into camera ready shape. Concierge Training - We provide in home, office or outdoor training throughout Los Angeles, Hollywood, Studio City, Toluca Lake and Los Felix, CA. All workouts are customized for your specific wants and needs taking into consideration present levels of fitness. Live Online - Live online training is just that. Sessions are conducted over Zoom or FaceTime, brought to you anywhere you have an internet connection. These sessions are 45 minutes long and we are with you remotely guiding, giving instruction, and feed back in real time. We begin with a free online consultation/evaluation session. No equipment necessary. Saves time and avoids crowded gyms.""",ultimatehlth.com,(323) 874-7166,"1624 Wilcox Ave Los Angeles, CA 90028 ","https://s3-media3.fl.yelpcdn.com/bphoto/-dWCFgkxvTOqCHOFZTvbHg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Tc8Ql69wZo3v2vH6t5Hibg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Rmp9G-h-c1gZhCE1jejt8Q/o.jpg,","Gyms,Nutritionists,Trainers,",Los Angeles,90028
"Ellen Reiss-Goldfarb, RD",nutritionists,,ellenreissgoldfarb.com,(310) 408-1770,"11500 W Olympic Blvd Ste 400 Los Angeles, CA 90064 ",,"Nutritionists,",Los Angeles,90064
The Andreas Method,nutritionists,"The Andreas Method effectively assists people with acute and chronic conditions to regain and maintain wellness.

Based on your specific needs, your personalized plan may include Nutrition, Homeopathy, Zen Shiatsu, BioMeditation Therapy and Geopathic Stress Analysis. (www.andreasmethod.com)

Client Experiences:

""I was diagnosed with major clinical depression and experienced insomnia, intense anxiety and panic attacks. Today, I am free of medication and lead a happy life. My arthritis pain is gone, too."" - Marlen A., Glashütte, Germany

""Jeannette is very caring and genuine. She embraces you emotionally, mentally and spiritually. Hope you get a chance to see her."" - Maritza R., Pacific Palisades, CA

""The Shiatsu Massage was incredible! I have never felt so relaxed."" - Mike W., Boston, MA

""Jeannette completely cured my son's chronic sinusitis... I whole-heartedly recommend her."" - Olga P., D.D.S., Santa Monica, CA",andreasmethod.com,(310) 801-4288,"8939 S Sepulveda Blvd Ste 110-744 Los Angeles, CA 90045 ","https://s3-media3.fl.yelpcdn.com/bphoto/ncs68fO2abLha1S78BP7jg/o.jpg,","Naturopathic/Holistic,Nutritionists,",Los Angeles,90045
Star Chiropractic and Nutrition,nutritionists,"Los Angeles Chiropractor and holistic healthcare practitioner specializing in chiropractic care, spinal decompression, weight loss, and clinical nutrition. 

As a chiropractor, Dr. Starler combines advanced knowledge of the nervous system, the musculoskeletal system, and physiology to remove nerve interference, promote proper biomechanics, and activate each patient's own natural healing capabilities in order to relieve symptoms. Emphasis is placed on proper nervous system stimulation, proper postural alignment, proper nutrition, and proper exercises for optimal results.

Dr. Starler knows what you are going through, and maintains that every person should realize there is always hope. If you're looking for results, Star Chiropractic and Nutrition is an excellent place to start!

Call us today to schedule an appointment.",starchiropracticandnutrition.c…,(310) 571-1212,"12301 Wilshire Blvd Ste 615 Los Angeles, CA 90401 ","https://s3-media2.fl.yelpcdn.com/bphoto/5sHgmdn7yCuFn3W5-9C7Kg/o.jpg,","Chiropractors,Nutritionists,Massage Therapy,",Los Angeles,90401
Get Fit With Flores,nutritionists,"We specialize in helping individuals achieve optimal health. Our program is not a diet and this is not about killing yourself at the gym! Instead, we focus on creating daily habits of health. We all know people who have achieved weight loss, only to gain it all back. Simply put, when people make temporary changes to their diet, they get temporary results and usually gain their weight back- and then some! This program conquers the yo-yo cycle and will teach you how to create life-long health instead.",getfitwithflores.com,(626) 272-4033,"Alhambra, CA 91803 ","https://s3-media3.fl.yelpcdn.com/bphoto/931jYsWoQ1PqxALUod_3Xw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/5Ye2jfHbH8gSahNvlaMQjw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/4iFtTEhA2Yi45tkdPMfG6Q/o.jpg,","Weight Loss Centers,Nutritionists,",Alhambra,91803
Collins Nutrition Care,nutritionists,,,(818) 248-0033,"2317 Florencita Ave Montrose, CA 91020 ","https://s3-media3.fl.yelpcdn.com/bphoto/F6vq0K4oe6DrOyZ0fA97gQ/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/EOjqSdn_KJ-JZBJCOOAwXQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/CIc_seUqFeq_C2o8-n1LGw/o.jpg,","Nutritionists,",Montrose,91020
David Allan Wellness,nutritionists,"Holistic health care to heal and maintain your body naturally. We offer chiropractic, posture-movement education, lifestyle, structural bodywork, massage, reflexology, and nutrition services.",davidallanwellness.com,(310) 923-0707,"12927 Venice Blvd Los Angeles, CA 90066 ","https://s3-media2.fl.yelpcdn.com/bphoto/rMmGEoeWo6xJxx4_3XMpeA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/Ytk1cNhFXxSSL2Wq2brHUw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/wJsr3qD5qNgkRD_X00467Q/o.jpg,","Chiropractors,Nutritionists,Reflexology,",Los Angeles,90066
